improve 0.2.3.0.1 at Shape(x=250, y=300, w=50, h=50) depth 4
* Score: 38981.98665203829 Cmds: ['cut [0] [x] [200]', 'cut [0.0] [y] [200]', 'cut [0.0.0] [100, 100]', 'cut [0.0.0.1] [y] [50]', 'color [0.0.0.1.0] [206, 225, 244, 255]', 'color [0.0.0.1.1] [136, 137, 185, 255]', 'color [0.0.0.2] [188, 164, 130, 255]', 'color [0.0.0.3] [206, 225, 244, 255]', 'cut [0.0.1] [100, 300]', 'color [0.0.1.0] [206, 225, 244, 255]', 'color [0.0.1.1] [251, 205, 89, 255]', 'cut [0.0.1.2] [150, 350]', 'color [0.0.1.2.0] [206, 225, 244, 255]', 'color [0.0.1.2.1] [251, 205, 89, 255]', 'color [0.0.1.2.2] [206, 225, 244, 255]', 'cut [0.1] [y] [200]', 'cut [0.1.0] [300, 100]', 'cut [0.1.0.0] [y] [50]', 'color [0.1.0.0.0] [206, 225, 244, 255]', 'color [0.1.0.0.1] [136, 137, 185, 255]', 'color [0.1.0.2] [206, 225, 244, 255]', 'color [0.1.0.3] [210, 182, 132, 255]', 'cut [0.1.1] [300, 300]', 'color [0.1.1.0] [251, 205, 89, 255]', 'color [0.1.1.1] [206, 225, 244, 255]', 'cut [0.1.1.3] [250, 350]', 'color [0.1.1.3.0] [251, 205, 89, 255]', 'color [0.1.1.3.1] [206, 225, 244, 255]', 'color [0.1.1.3.3] [206, 225, 244, 255]']  
* Score: 38955.98665203829 Cmds: ['cut [0] [y] [200]', 'cut [0.0] [200, 100]', 'cut [0.0.0] [100, 50]', 'color [0.0.0.1] [206, 225, 244, 255]', 'color [0.0.0.2] [136, 137, 185, 255]', 'cut [0.0.1] [300, 50]', 'color [0.0.1.0] [206, 225, 244, 255]', 'color [0.0.1.3] [136, 137, 185, 255]', 'cut [0.0.2] [x] [300]', 'color [0.0.2.0] [210, 182, 132, 255]', 'color [0.0.2.1] [206, 225, 244, 255]', 'cut [0.0.3] [x] [100]', 'color [0.0.3.0] [206, 225, 244, 255]', 'color [0.0.3.1] [188, 164, 130, 255]', 'cut [0.1] [x] [200]', 'cut [0.1.0] [100, 300]', 'color [0.1.0.0] [206, 225, 244, 255]', 'color [0.1.0.1] [251, 205, 89, 255]', 'cut [0.1.0.2] [150, 350]', 'color [0.1.0.2.0] [206, 225, 244, 255]', 'color [0.1.0.2.1] [251, 205, 89, 255]', 'color [0.1.0.2.2] [206, 225, 244, 255]', 'cut [0.1.1] [300, 300]', 'color [0.1.1.0] [251, 205, 89, 255]', 'color [0.1.1.1] [206, 225, 244, 255]', 'cut [0.1.1.3] [250, 350]', 'color [0.1.1.3.0] [251, 205, 89, 255]', 'color [0.1.1.3.1] [206, 225, 244, 255]', 'color [0.1.1.3.3] [206, 225, 244, 255]']  
* Score: 38275.5083050753 Cmds: ['cut [0] [200, 200]', 'cut [0.0] [100, 100]', 'cut [0.0.1] [y] [50]', 'color [0.0.1.0] [206, 225, 244, 255]', 'color [0.0.1.1] [136, 137, 185, 255]', 'cut [0.0.2] [x] [150]', 'cut [0.0.2.0] [x] [125]', 'color [0.0.2.0.0] [136, 137, 185, 255]', 'color [0.0.2.0.1] [251, 205, 89, 255]', 'color [0.0.2.1] [169, 146, 128, 255]', 'color [0.0.3] [206, 225, 244, 255]', 'cut [0.1] [300, 100]', 'cut [0.1.0] [y] [50]', 'color [0.1.0.0] [206, 225, 244, 255]', 'color [0.1.0.1] [136, 137, 185, 255]', 'color [0.1.2] [206, 225, 244, 255]', 'cut [0.1.3] [x] [250]', 'color [0.1.3.0] [189, 159, 122, 255]', 'cut [0.1.3.1] [x] [275]', 'color [0.1.3.1.0] [251, 205, 89, 255]', 'color [0.1.3.1.1] [206, 225, 244, 255]', 'cut [0.2] [300, 300]', 'color [0.2.0] [251, 205, 89, 255]', 'color [0.2.1] [206, 225, 244, 255]', 'cut [0.2.3] [250, 350]', 'color [0.2.3.0] [251, 205, 89, 255]', 'color [0.2.3.1] [206, 225, 244, 255]', 'color [0.2.3.3] [206, 225, 244, 255]', 'cut [0.3] [100, 300]', 'color [0.3.0] [206, 225, 244, 255]', 'color [0.3.1] [251, 205, 89, 255]', 'cut [0.3.2] [150, 350]', 'color [0.3.2.0] [206, 225, 244, 255]', 'color [0.3.2.1] [251, 205, 89, 255]', 'color [0.3.2.2] [206, 225, 244, 255]']
# Solving 16
OPTIONS FOR 0:
* Score: 246370.7931387563 Cmds: []  
* Score: 50746.13762354371 Cmds: ['color [0] [83, 69, 47, 255]']  
* Score: 32717.8300801574 Cmds: ['cut [0] [x] [200]', 'cut [0.0] [y] [200]', 'cut [0.0.0] [100, 100]', 'color [0.0.0.0] [74, 49, 33, 255]', 'color [0.0.0.1] [51, 39, 27, 255]', 'cut [0.0.0.2] [150, 150]', 'color [0.0.0.2.0] [57, 44, 33, 255]', 'color [0.0.0.2.1] [209, 162, 97, 255]', 'color [0.0.0.2.2] [55, 42, 33, 255]', 'color [0.0.0.2.3] [69, 59, 44, 255]', 'color [0.0.0.3] [81, 63, 40, 255]', 'cut [0.0.1] [y] [300]', 'cut [0.0.1.0] [y] [250]', 'color [0.0.1.0.0] [79, 70, 49, 255]', 'color [0.0.1.0.1] [148, 131, 89, 255]', 'cut [0.0.1.1] [y] [350]', 'color [0.0.1.1.0] [148, 142, 105, 255]', 'color [0.0.1.1.1] [110, 108, 83, 255]', 'cut [0.1] [y] [200]', 'cut [0.1.0] [y] [100]', 'color [0.1.0.0] [43, 30, 21, 255]', 'cut [0.1.0.1] [y] [150]', 'color [0.1.0.1.0] [90, 64, 34, 255]', 'color [0.1.0.1.1] [64, 54, 38, 255]', 'cut [0.1.1] [y] [300]', 'cut [0.1.1.0] [300, 250]', 'color [0.1.1.0.0] [58, 49, 39, 255]', 'color [0.1.1.0.1] [72, 69, 51, 255]', 'color [0.1.1.0.2] [150, 143, 94, 255]', 'color [0.1.1.0.3] [76, 64, 46, 255]', 'cut [0.1.1.1] [y] [350]', 'color [0.1.1.1.0] [141, 137, 102, 255]', 'color [0.1.1.1.1] [120, 119, 96, 255]']  
* Score: 31028.75089947351 Cmds: ['cut [0] [y] [200]', 'cut [0.0] [200, 100]', 'cut [0.0.0] [y] [50]', 'color [0.0.0.0] [50, 38, 27, 255]', 'color [0.0.0.1] [84, 54, 34, 255]', 'color [0.0.1] [43, 30, 21, 255]', 'cut [0.0.2] [y] [150]', 'color [0.0.2.0] [90, 64, 34, 255]', 'color [0.0.2.1] [64, 54, 38, 255]', 'cut [0.0.3] [100, 150]', 'color [0.0.3.0] [92, 61, 34, 255]', 'cut [0.0.3.1] [x] [150]', 'color [0.0.3.1.0] [57, 44, 33, 255]', 'color [0.0.3.1.1] [209, 162, 97, 255]', 'color [0.0.3.2] [63, 49, 37, 255]', 'color [0.0.3.3] [72, 64, 47, 255]', 'cut [0.1] [y] [300]', 'cut [0.1.0] [200, 250]', 'color [0.1.0.0] [79, 70, 49, 255]', 'color [0.1.0.1] [67, 63, 47, 255]', 'cut [0.1.0.2] [x] [300]', 'color [0.1.0.2.0] [76, 64, 46, 255]', 'color [0.1.0.2.1] [150, 143, 94, 255]', 'cut [0.1.0.3] [y] [275]', 'color [0.1.0.3.0] [115, 101, 68, 255]', 'color [0.1.0.3.1] [174, 161, 114, 255]', 'cut [0.1.1] [y] [350]', 'color [0.1.1.0] [144, 139, 103, 255]', 'cut [0.1.1.1] [y] [375]', 'color [0.1.1.1.0] [127, 125, 99, 255]', 'color [0.1.1.1.1] [98, 99, 77, 255]']  
* Score: 31796.25419325485 Cmds: ['cut [0] [200, 200]', 'cut [0.0] [y] [100]', 'cut [0.0.0] [y] [50]', 'color [0.0.0.0] [50, 38, 27, 255]', 'color [0.0.0.1] [84, 54, 34, 255]', 'cut [0.0.1] [100, 150]', 'color [0.0.1.0] [92, 61, 34, 255]', 'cut [0.0.1.1] [x] [150]', 'color [0.0.1.1.0] [57, 44, 33, 255]', 'color [0.0.1.1.1] [209, 162, 97, 255]', 'color [0.0.1.2] [63, 49, 37, 255]', 'color [0.0.1.3] [72, 64, 47, 255]', 'cut [0.1] [y] [100]', 'color [0.1.0] [43, 30, 21, 255]', 'cut [0.1.1] [y] [150]', 'color [0.1.1.0] [90, 64, 34, 255]', 'color [0.1.1.1] [64, 54, 38, 255]', 'cut [0.2] [y] [300]', 'cut [0.2.0] [x] [300]', 'color [0.2.0.0] [64, 54, 41, 255]', 'cut [0.2.0.1] [y] [250]', 'color [0.2.0.1.0] [72, 69, 51, 255]', 'color [0.2.0.1.1] [150, 143, 94, 255]', 'cut [0.2.1] [y] [350]', 'color [0.2.1.0] [141, 137, 102, 255]', 'cut [0.2.1.1] [y] [375]', 'color [0.2.1.1.0] [130, 128, 104, 255]', 'color [0.2.1.1.1] [103, 104, 83, 255]', 'cut [0.3] [y] [300]', 'cut [0.3.0] [y] [250]', 'color [0.3.0.0] [79, 70, 49, 255]', 'cut [0.3.0.1] [y] [275]', 'color [0.3.0.1.0] [115, 101, 68, 255]', 'color [0.3.0.1.1] [174, 161, 114, 255]', 'cut [0.3.1] [y] [350]', 'color [0.3.1.0] [148, 142, 105, 255]', 'color [0.3.1.1] [110, 108, 83, 255]']
# Solving 17
OPTIONS FOR 0:
* Score: 218612.80745928525 Cmds: []  
* Score: 62486.24748615849 Cmds: ['color [0] [76, 100, 136, 255]']  
* Score: 43007.33683823822 Cmds: ['cut [0] [x] [200]', 'cut [0.0] [100, 200]', 'cut [0.0.0] [x] [50]', 'cut [0.0.0.0] [y] [100]', 'color [0.0.0.0.0] [48, 58, 65, 255]', 'color [0.0.0.0.1] [99, 132, 164, 255]', 'color [0.0.0.1] [30, 35, 32, 255]', 'cut [0.0.1] [y] [100]', 'color [0.0.1.0] [29, 34, 31, 255]', 'cut [0.0.1.1] [y] [150]', 'color [0.0.1.1.0] [74, 95, 114, 255]', 'color [0.0.1.1.1] [150, 168, 169, 255]', 'cut [0.0.2] [y] [300]', 'color [0.0.2.0] [98, 130, 166, 255]', 'color [0.0.2.1] [78, 103, 151, 255]', 'cut [0.0.3] [y] [300]', 'cut [0.0.3.0] [x] [50]', 'color [0.0.3.0.0] [117, 147, 174, 255]', 'color [0.0.3.0.1] [47, 55, 53, 255]', 'color [0.0.3.1] [63, 85, 145, 255]', 'cut [0.1] [y] [200]', 'cut [0.1.0] [y] [100]', 'cut [0.1.0.0] [y] [50]', 'color [0.1.0.0.0] [43, 51, 57, 255]', 'color [0.1.0.0.1] [54, 73, 95, 255]', 'cut [0.1.0.1] [y] [150]', 'color [0.1.0.1.0] [67, 90, 133, 255]', 'color [0.1.0.1.1] [108, 140, 165, 255]', 'cut [0.1.1] [y] [300]', 'color [0.1.1.0] [94, 126, 169, 255]', 'cut [0.1.1.1] [y] [350]', 'color [0.1.1.1.0] [91, 118, 161, 255]', 'color [0.1.1.1.1] [69, 90, 146, 255]']  
* Score: 43083.623871856864 Cmds: ['cut [0] [y] [200]', 'cut [0.0] [200, 100]', 'color [0.0.0] [32, 38, 35, 255]', 'cut [0.0.1] [y] [50]', 'color [0.0.1.0] [43, 51, 57, 255]', 'color [0.0.1.1] [54, 73, 95, 255]', 'cut [0.0.2] [y] [150]', 'color [0.0.2.0] [67, 90, 133, 255]', 'color [0.0.2.1] [108, 140, 165, 255]', 'cut [0.0.3] [x] [100]', 'cut [0.0.3.0] [x] [50]', 'color [0.0.3.0.0] [99, 132, 164, 255]', 'color [0.0.3.0.1] [29, 35, 32, 255]', 'cut [0.0.3.1] [y] [150]', 'color [0.0.3.1.0] [74, 95, 114, 255]', 'color [0.0.3.1.1] [150, 168, 169, 255]', 'cut [0.1] [200, 300]', 'cut [0.1.0] [x] [100]', 'cut [0.1.0.0] [x] [50]', 'color [0.1.0.0.0] [117, 147, 174, 255]', 'color [0.1.0.0.1] [47, 55, 53, 255]', 'color [0.1.0.1] [98, 130, 166, 255]', 'color [0.1.1] [94, 126, 169, 255]', 'cut [0.1.2] [y] [350]', 'color [0.1.2.0] [91, 118, 161, 255]', 'color [0.1.2.1] [69, 90, 146, 255]', 'color [0.1.3] [69, 92, 147, 255]']  
* Score: 42932.33683823822 Cmds: ['cut [0] [200, 200]', 'cut [0.0] [x] [100]', 'cut [0.0.0] [x] [50]', 'cut [0.0.0.0] [y] [100]', 'color [0.0.0.0.0] [48, 58, 65, 255]', 'color [0.0.0.0.1] [99, 132, 164, 255]', 'color [0.0.0.1] [30, 35, 32, 255]', 'cut [0.0.1] [y] [100]', 'color [0.0.1.0] [29, 34, 31, 255]', 'cut [0.0.1.1] [y] [150]', 'color [0.0.1.1.0] [74, 95, 114, 255]', 'color [0.0.1.1.1] [150, 168, 169, 255]', 'cut [0.1] [y] [100]', 'cut [0.1.0] [y] [50]', 'color [0.1.0.0] [43, 51, 57, 255]', 'color [0.1.0.1] [54, 73, 95, 255]', 'cut [0.1.1] [y] [150]', 'color [0.1.1.0] [67, 90, 133, 255]', 'color [0.1.1.1] [108, 140, 165, 255]', 'cut [0.2] [y] [300]', 'color [0.2.0] [94, 126, 169, 255]', 'cut [0.2.1] [y] [350]', 'color [0.2.1.0] [91, 118, 161, 255]', 'color [0.2.1.1] [69, 90, 146, 255]', 'cut [0.3] [100, 300]', 'cut [0.3.0] [x] [50]', 'color [0.3.0.0] [117, 147, 174, 255]', 'color [0.3.0.1] [47, 55, 53, 255]', 'color [0.3.1] [98, 130, 166, 255]', 'color [0.3.2] [78, 103, 151, 255]', 'color [0.3.3] [63, 85, 145, 255]']
# Solving 18
OPTIONS FOR 0:
* Score: 204734.03909619935 Cmds: []  
* Score: 58496.52395339182 Cmds: ['color [0] [143, 124, 65, 255]']  
* Score: 42757.78484315503 Cmds: ['cut [0] [x] [200]', 'cut [0.0] [y] [200]', 'cut [0.0.0] [100, 100]', 'color [0.0.0.0] [100, 130, 81, 255]', 'color [0.0.0.1] [122, 130, 84, 255]', 'color [0.0.0.2] [230, 196, 67, 255]', 'color [0.0.0.3] [135, 120, 70, 255]', 'cut [0.0.1] [100, 300]', 'color [0.0.1.0] [149, 129, 72, 255]', 'color [0.0.1.1] [237, 203, 69, 255]', 'color [0.0.1.2] [201, 166, 74, 255]', 'color [0.0.1.3] [132, 113, 64, 255]', 'cut [0.1] [300, 200]', 'cut [0.1.0] [y] [100]', 'color [0.1.0.0] [156, 139, 69, 255]', 'color [0.1.0.1] [236, 195, 63, 255]', 'cut [0.1.1] [y] [100]', 'color [0.1.1.0] [95, 81, 39, 255]', 'color [0.1.1.1] [126, 105, 49, 255]', 'cut [0.1.2] [y] [300]', 'color [0.1.2.0] [125, 104, 50, 255]', 'color [0.1.2.1] [93, 79, 42, 255]', 'cut [0.1.3] [250, 300]', 'color [0.1.3.0] [206, 166, 74, 255]', 'color [0.1.3.1] [240, 200, 59, 255]', 'color [0.1.3.2] [115, 97, 53, 255]', 'cut [0.1.3.3] [y] [350]', 'color [0.1.3.3.0] [214, 186, 116, 255]', 'color [0.1.3.3.1] [17, 23, 22, 255]']  
* Score: 42784.538140187826 Cmds: ['cut [0] [y] [200]', 'cut [0.0] [x] [200]', 'cut [0.0.0] [100, 100]', 'color [0.0.0.0] [100, 130, 81, 255]', 'color [0.0.0.1] [122, 130, 84, 255]', 'color [0.0.0.2] [230, 196, 67, 255]', 'color [0.0.0.3] [135, 120, 70, 255]', 'cut [0.0.1] [300, 100]', 'color [0.0.1.0] [156, 139, 69, 255]', 'color [0.0.1.1] [95, 81, 39, 255]', 'color [0.0.1.2] [126, 105, 49, 255]', 'color [0.0.1.3] [236, 195, 63, 255]', 'cut [0.1] [x] [200]', 'cut [0.1.0] [100, 300]', 'color [0.1.0.0] [149, 129, 72, 255]', 'color [0.1.0.1] [237, 203, 69, 255]', 'color [0.1.0.2] [201, 166, 74, 255]', 'color [0.1.0.3] [132, 113, 64, 255]', 'cut [0.1.1] [300, 300]', 'color [0.1.1.0] [224, 183, 66, 255]', 'color [0.1.1.1] [125, 104, 50, 255]', 'color [0.1.1.2] [93, 79, 42, 255]', 'cut [0.1.1.3] [y] [350]', 'color [0.1.1.3.0] [181, 156, 94, 255]', 'color [0.1.1.3.1] [81, 74, 43, 255]']  
* Score: 42646.49998679862 Cmds: ['cut [0] [200, 200]', 'cut [0.0] [100, 100]', 'color [0.0.0] [100, 130, 81, 255]', 'color [0.0.1] [122, 130, 84, 255]', 'color [0.0.2] [230, 196, 67, 255]', 'color [0.0.3] [135, 120, 70, 255]', 'cut [0.1] [300, 100]', 'color [0.1.0] [156, 139, 69, 255]', 'color [0.1.1] [95, 81, 39, 255]', 'color [0.1.2] [126, 105, 49, 255]', 'color [0.1.3] [236, 195, 63, 255]', 'cut [0.2] [300, 300]', 'color [0.2.0] [224, 183, 66, 255]', 'color [0.2.1] [125, 104, 50, 255]', 'color [0.2.2] [93, 79, 42, 255]', 'cut [0.2.3] [x] [250]', 'cut [0.2.3.0] [y] [350]', 'color [0.2.3.0.0] [214, 186, 116, 255]', 'color [0.2.3.0.1] [17, 23, 22, 255]', 'color [0.2.3.1] [115, 97, 53, 255]', 'cut [0.3] [100, 300]', 'color [0.3.0] [149, 129, 72, 255]', 'color [0.3.1] [237, 203, 69, 255]', 'color [0.3.2] [201, 166, 74, 255]', 'color [0.3.3] [132, 113, 64, 255]']
# Solving 19
OPTIONS FOR 0:
* Score: 253304.47792566774 Cmds: []  
* Score: 72227.22344813586 Cmds: ['color [0] [27, 37, 52, 255]']  
* Score: 41863.86735355579 Cmds: ['cut [0] [x] [200]', 'cut [0.0] [100, 200]', 'color [0.0.0] [11, 20, 30, 255]', 'cut [0.0.1] [x] [150]', 'color [0.0.1.0] [15, 23, 33, 255]', 'color [0.0.1.1] [141, 133, 132, 255]', 'cut [0.0.2] [150, 300]', 'cut [0.0.2.0] [x] [125]', 'color [0.0.2.0.0] [24, 34, 50, 255]', 'color [0.0.2.0.1] [219, 201, 208, 255]', 'color [0.0.2.1] [185, 172, 178, 255]', 'cut [0.0.2.2] [y] [350]', 'color [0.0.2.2.0] [157, 188, 221, 255]', 'color [0.0.2.2.1] [8, 16, 28, 255]', 'color [0.0.2.3] [11, 21, 39, 255]', 'color [0.0.3] [15, 27, 45, 255]', 'cut [0.1] [300, 200]', 'cut [0.1.0] [x] [250]', 'cut [0.1.0.0] [y] [100]', 'color [0.1.0.0.0] [158, 148, 128, 255]', 'color [0.1.0.0.1] [109, 104, 111, 255]', 'color [0.1.0.1] [53, 66, 76, 255]', 'cut [0.1.1] [x] [350]', 'cut [0.1.1.0] [x] [325]', 'color [0.1.1.0.0] [45, 58, 71, 255]', 'color [0.1.1.0.1] [167, 165, 159, 255]', 'cut [0.1.1.1] [x] [375]', 'color [0.1.1.1.0] [68, 89, 119, 255]', 'color [0.1.1.1.1] [20, 31, 52, 255]', 'cut [0.1.2] [y] [300]', 'cut [0.1.2.0] [x] [350]', 'color [0.1.2.0.0] [76, 79, 83, 255]', 'color [0.1.2.0.1] [10, 13, 21, 255]', 'color [0.1.2.1] [12, 19, 34, 255]', 'cut [0.1.3] [y] [300]', 'color [0.1.3.0] [37, 72, 119, 255]', 'cut [0.1.3.1] [y] [350]', 'color [0.1.3.1.0] [115, 152, 192, 255]', 'color [0.1.3.1.1] [48, 53, 63, 255]']  
* Score: 43604.036414772854 Cmds: ['cut [0] [y] [200]', 'cut [0.0] [x] [200]', 'cut [0.0.0] [x] [100]', 'color [0.0.0.0] [11, 20, 30, 255]', 'cut [0.0.0.1] [x] [150]', 'color [0.0.0.1.0] [15, 23, 33, 255]', 'color [0.0.0.1.1] [141, 133, 132, 255]', 'cut [0.0.1] [300, 100]', 'cut [0.0.1.0] [x] [250]', 'color [0.0.1.0.0] [158, 148, 128, 255]', 'color [0.0.1.0.1] [54, 67, 76, 255]', 'cut [0.0.1.1] [y] [50]', 'color [0.0.1.1.0] [33, 48, 70, 255]', 'color [0.0.1.1.1] [112, 130, 146, 255]', 'cut [0.0.1.2] [x] [350]', 'color [0.0.1.2.0] [123, 119, 115, 255]', 'color [0.0.1.2.1] [37, 51, 75, 255]', 'cut [0.0.1.3] [x] [250]', 'color [0.0.1.3.0] [109, 104, 111, 255]', 'color [0.0.1.3.1] [52, 63, 75, 255]', 'cut [0.1] [200, 300]', 'cut [0.1.0] [x] [100]', 'color [0.1.0.0] [16, 27, 42, 255]', 'color [0.1.0.1] [179, 168, 175, 255]', 'cut [0.1.1] [x] [300]', 'color [0.1.1.0] [37, 72, 119, 255]', 'cut [0.1.1.1] [x] [350]', 'color [0.1.1.1.0] [76, 79, 83, 255]', 'color [0.1.1.1.1] [10, 13, 21, 255]', 'cut [0.1.2] [300, 350]', 'color [0.1.2.0] [115, 152, 192, 255]', 'color [0.1.2.1] [14, 21, 35, 255]', 'color [0.1.2.2] [10, 19, 33, 255]', 'cut [0.1.2.3] [y] [375]', 'color [0.1.2.3.0] [179, 173, 162, 255]', 'color [0.1.2.3.1] [11, 20, 35, 255]', 'cut [0.1.3] [100, 350]', 'color [0.1.3.0] [16, 29, 51, 255]', 'cut [0.1.3.1] [x] [150]', 'color [0.1.3.1.0] [14, 26, 46, 255]', 'color [0.1.3.1.1] [157, 188, 221, 255]', 'color [0.1.3.2] [8, 15, 27, 255]', 'color [0.1.3.3] [12, 24, 43, 255]']  
* Score: 40815.496109201085 Cmds: ['cut [0] [200, 200]', 'cut [0.0] [x] [100]', 'color [0.0.0] [11, 20, 30, 255]', 'cut [0.0.1] [x] [150]', 'color [0.0.1.0] [15, 23, 33, 255]', 'color [0.0.1.1] [141, 133, 132, 255]', 'cut [0.1] [x] [300]', 'cut [0.1.0] [x] [250]', 'cut [0.1.0.0] [y] [100]', 'color [0.1.0.0.0] [158, 148, 128, 255]', 'color [0.1.0.0.1] [109, 104, 111, 255]', 'color [0.1.0.1] [53, 66, 76, 255]', 'cut [0.1.1] [x] [350]', 'cut [0.1.1.0] [x] [325]', 'color [0.1.1.0.0] [45, 58, 71, 255]', 'color [0.1.1.0.1] [167, 165, 159, 255]', 'cut [0.1.1.1] [x] [375]', 'color [0.1.1.1.0] [68, 89, 119, 255]', 'color [0.1.1.1.1] [20, 31, 52, 255]', 'cut [0.2] [300, 300]', 'color [0.2.0] [37, 72, 119, 255]', 'cut [0.2.1] [x] [350]', 'color [0.2.1.0] [76, 79, 83, 255]', 'color [0.2.1.1] [10, 13, 21, 255]', 'color [0.2.2] [12, 19, 34, 255]', 'cut [0.2.3] [y] [350]', 'color [0.2.3.0] [115, 152, 192, 255]', 'cut [0.2.3.1] [y] [375]', 'color [0.2.3.1.0] [179, 173, 162, 255]', 'color [0.2.3.1.1] [11, 20, 35, 255]', 'cut [0.3] [x] [100]', 'color [0.3.0] [15, 27, 45, 255]', 'cut [0.3.1] [150, 300]', 'cut [0.3.1.0] [x] [125]', 'color [0.3.1.0.0] [24, 34, 50, 255]', 'color [0.3.1.0.1] [219, 201, 208, 255]', 'color [0.3.1.1] [185, 172, 178, 255]', 'cut [0.3.1.2] [y] [350]', 'color [0.3.1.2.0] [157, 188, 221, 255]', 'color [0.3.1.2.1] [8, 16, 28, 255]', 'color [0.3.1.3] [11, 21, 39, 255]']
# Solving 20
OPTIONS FOR 0:
* Score: 135112.13076717616 Cmds: []  
* Score: 74141.24290247576 Cmds: ['color [0] [196, 195, 190, 255]']  
* Score: 30474.955749864075 Cmds: ['cut [0] [x] [200]', 'cut [0.0] [100, 200]', 'cut [0.0.0] [y] [100]', 'cut [0.0.0.0] [y] [50]', 'color [0.0.0.0.0] [105, 92, 94, 255]', 'color [0.0.0.0.1] [153, 165, 174, 255]', 'cut [0.0.0.1] [y] [150]', 'color [0.0.0.1.0] [186, 197, 208, 255]', 'color [0.0.0.1.1] [232, 227, 223, 255]', 'cut [0.0.1] [x] [150]', 'cut [0.0.1.0] [x] [125]', 'color [0.0.1.0.0] [167, 175, 181, 255]', 'color [0.0.1.0.1] [58, 47, 53, 255]', 'color [0.0.1.1] [39, 31, 36, 255]', 'color [0.0.2] [200, 199, 193, 255]', 'color [0.0.3] [205, 204, 198, 255]', 'cut [0.1] [300, 200]', 'cut [0.1.0] [x] [250]', 'color [0.1.0.0] [24, 21, 22, 255]', 'cut [0.1.0.1] [x] [275]', 'color [0.1.0.1.0] [34, 30, 33, 255]', 'color [0.1.0.1.1] [167, 176, 184, 255]', 'cut [0.1.1] [y] [100]', 'cut [0.1.1.0] [y] [50]', 'color [0.1.1.0.0] [104, 91, 93, 255]', 'color [0.1.1.0.1] [158, 170, 179, 255]', 'cut [0.1.1.1] [y] [150]', 'color [0.1.1.1.0] [189, 199, 212, 255]', 'color [0.1.1.1.1] [230, 226, 221, 255]', 'cut [0.1.2] [y] [300]', 'color [0.1.2.0] [216, 213, 208, 255]', 'color [0.1.2.1] [204, 203, 197, 255]', 'color [0.1.3] [203, 202, 196, 255]']  
* Score: 33052.08110027062 Cmds: ['cut [0] [y] [200]', 'cut [0.0] [x] [200]', 'cut [0.0.0] [100, 100]', 'cut [0.0.0.0] [y] [50]', 'color [0.0.0.0.0] [105, 92, 94, 255]', 'color [0.0.0.0.1] [153, 165, 174, 255]', 'cut [0.0.0.1] [x] [150]', 'color [0.0.0.1.0] [96, 80, 83, 255]', 'color [0.0.0.1.1] [28, 22, 26, 255]', 'cut [0.0.0.2] [x] [150]', 'color [0.0.0.2.0] [181, 186, 192, 255]', 'color [0.0.0.2.1] [47, 38, 44, 255]', 'cut [0.0.0.3] [y] [150]', 'color [0.0.0.3.0] [186, 197, 208, 255]', 'color [0.0.0.3.1] [232, 227, 223, 255]', 'cut [0.0.1] [300, 100]', 'cut [0.0.1.0] [x] [250]', 'color [0.0.1.0.0] [16, 15, 15, 255]', 'color [0.0.1.0.1] [89, 82, 81, 255]', 'cut [0.0.1.1] [y] [50]', 'color [0.0.1.1.0] [104, 91, 93, 255]', 'color [0.0.1.1.1] [158, 170, 179, 255]', 'cut [0.0.1.2] [y] [150]', 'color [0.0.1.2.0] [189, 199, 212, 255]', 'color [0.0.1.2.1] [230, 226, 221, 255]', 'cut [0.0.1.3] [x] [250]', 'color [0.0.1.3.0] [33, 27, 31, 255]', 'color [0.0.1.3.1] [183, 187, 191, 255]', 'cut [0.1] [y] [300]', 'cut [0.1.0] [x] [200]', 'color [0.1.0.0] [203, 201, 195, 255]', 'cut [0.1.0.1] [x] [300]', 'color [0.1.0.1.0] [202, 200, 194, 255]', 'color [0.1.0.1.1] [216, 213, 208, 255]', 'color [0.1.1] [204, 203, 197, 255]']  
